Image	image_filename	image_path	all_timel_ids_str	level_5_n	level_5_ids_str	level_5_labels_str	level_6_n	level_6_ids_str	level_6_labels_str	timel_labels	timel_labels_list	timel_ids	timel_ids_list
007484.jpg	007484.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007484.jpg	tm-msmpj5ea; tm-vdencmrw; tm-msrzrwxs; tm-5vghyucs; tm-be7ccsta; tm-havgveuu; tm-intsras3; tm-2ujduhzq; tm-pphjzwxj; tm-3axmqq3f; tm-6m8nrco5; tm-eqnskbnq; tm-pkqnaz9x; 5; 7; 3; 2; 6; 8; 9	0			1	tm-intsras3	création d'Ève	Adam;Ève;Dieu;architecture;armoiries;livre;création d'Ève;prière;bénédiction;sommeil;nudité;arbre;hybride	"[""Adam"", ""Ève"", ""Dieu"", ""architecture"", ""armoiries"", ""livre"", ""création d'Ève"", ""prière"", ""bénédiction"", ""sommeil"", ""nudité"", ""arbre"", ""hybride""]"	tm-msmpj5ea;tm-vdencmrw;tm-msrzrwxs;tm-5vghyucs;tm-be7ccsta;tm-havgveuu;tm-intsras3;tm-2ujduhzq;tm-pphjzwxj;tm-3axmqq3f;tm-6m8nrco5;tm-eqnskbnq;tm-pkqnaz9x	"[""tm-msmpj5ea"", ""tm-vdencmrw"", ""tm-msrzrwxs"", ""tm-5vghyucs"", ""tm-be7ccsta"", ""tm-havgveuu"", ""tm-intsras3"", ""tm-2ujduhzq"", ""tm-pphjzwxj"", ""tm-3axmqq3f"", ""tm-6m8nrco5"", ""tm-eqnskbnq"", ""tm-pkqnaz9x""]"
007556.jpg	007556.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007556.jpg	tm-hwbpfzqq; tm-wqg2nktt; tm-o22sq8nn; tm-f4sqsvcv; tm-5vghyucs; tm-g3shdfgs; tm-hbowfqvv; tm-v8qh2cmf; tm-i94jpy9p; tm-7autcna3; tm-8zyq8qe4; tm-ao9wtg4s; tm-2ujduhzq; tm-dn6cwhoy; 2; 22; 8; 4; 5; 3; 94; 9; 7; 6	0			0			Christ;ange;enfant;Vierge;architecture;église (architecture);monastère;retable;autel;refus;reproche;apparition;prière;pluie	"[""Christ"", ""ange"", ""enfant"", ""Vierge"", ""architecture"", ""église (architecture)"", ""monastère"", ""retable"", ""autel"", ""refus"", ""reproche"", ""apparition"", ""prière"", ""pluie""]"	tm-hwbpfzqq;tm-wqg2nktt;tm-o22sq8nn;tm-f4sqsvcv;tm-5vghyucs;tm-g3shdfgs;tm-hbowfqvv;tm-v8qh2cmf;tm-i94jpy9p;tm-7autcna3;tm-8zyq8qe4;tm-ao9wtg4s;tm-2ujduhzq;tm-dn6cwhoy	"[""tm-hwbpfzqq"", ""tm-wqg2nktt"", ""tm-o22sq8nn"", ""tm-f4sqsvcv"", ""tm-5vghyucs"", ""tm-g3shdfgs"", ""tm-hbowfqvv"", ""tm-v8qh2cmf"", ""tm-i94jpy9p"", ""tm-7autcna3"", ""tm-8zyq8qe4"", ""tm-ao9wtg4s"", ""tm-2ujduhzq"", ""tm-dn6cwhoy""]"
007689.jpg	007689.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007689.jpg	tm-ezdizhcw; tm-brnafxmd; tm-o9chhpsm; tm-tdjwcr39; tm-cuqtzlfj; tm-5ivdhi8k; tm-frnugdf2; tm-g3shdfgs; tm-fw3htmg4; tm-mqvexyu4; tm-a6ucn2ky; tm-5f2s36gq; tm-eqnskbnq; tm-9dznienk; tm-fehyzzhe; tm-zh6hypif; tm-hutb5szo; tm-6pbjxilu; tm-qucshbfi; tm-2exx3nyn; tm-6ndyhze8; 9; 39; 5; 8; 2; 3; 4; 6; 36	0			0			Diable;ermite;saint Antonin;saint Antoine;bâton;clochettes;cloche;église (architecture);chapelet;croix;bourse;tentation;arbre;cochon;cerf;lapin;nuit;feu;étoile;forêt;désert	"[""Diable"", ""ermite"", ""saint Antonin"", ""saint Antoine"", ""bâton"", ""clochettes"", ""cloche"", ""église (architecture)"", ""chapelet"", ""croix"", ""bourse"", ""tentation"", ""arbre"", ""cochon"", ""cerf"", ""lapin"", ""nuit"", ""feu"", ""étoile"", ""forêt"", ""désert""]"	tm-ezdizhcw;tm-brnafxmd;tm-o9chhpsm;tm-tdjwcr39;tm-cuqtzlfj;tm-5ivdhi8k;tm-frnugdf2;tm-g3shdfgs;tm-fw3htmg4;tm-mqvexyu4;tm-a6ucn2ky;tm-5f2s36gq;tm-eqnskbnq;tm-9dznienk;tm-fehyzzhe;tm-zh6hypif;tm-hutb5szo;tm-6pbjxilu;tm-qucshbfi;tm-2exx3nyn;tm-6ndyhze8	"[""tm-ezdizhcw"", ""tm-brnafxmd"", ""tm-o9chhpsm"", ""tm-tdjwcr39"", ""tm-cuqtzlfj"", ""tm-5ivdhi8k"", ""tm-frnugdf2"", ""tm-g3shdfgs"", ""tm-fw3htmg4"", ""tm-mqvexyu4"", ""tm-a6ucn2ky"", ""tm-5f2s36gq"", ""tm-eqnskbnq"", ""tm-9dznienk"", ""tm-fehyzzhe"", ""tm-zh6hypif"", ""tm-hutb5szo"", ""tm-6pbjxilu"", ""tm-qucshbfi"", ""tm-2exx3nyn"", ""tm-6ndyhze8""]"
007731.jpg	007731.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007731.jpg	tm-o22sq8nn; tm-jyfxqr6n; tm-wpindgtf; tm-ku6smvdl; tm-qjsxpiad; 22; 8; 6	0			0			enfant;noble;panier;médecine;cueillette	"[""enfant"", ""noble"", ""panier"", ""médecine"", ""cueillette""]"	tm-o22sq8nn;tm-jyfxqr6n;tm-wpindgtf;tm-ku6smvdl;tm-qjsxpiad	"[""tm-o22sq8nn"", ""tm-jyfxqr6n"", ""tm-wpindgtf"", ""tm-ku6smvdl"", ""tm-qjsxpiad""]"
007757.jpg	007757.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007757.jpg	tm-wpindgtf; tm-ku6smvdl; tm-qjsxpiad; tm-eqnskbnq; tm-6ndyhze8; tm-txhjag8y; tm-xniekuel; 6; 8	0			0			panier;médecine;cueillette;arbre;désert;rocher;colline	"[""panier"", ""médecine"", ""cueillette"", ""arbre"", ""désert"", ""rocher"", ""colline""]"	tm-wpindgtf;tm-ku6smvdl;tm-qjsxpiad;tm-eqnskbnq;tm-6ndyhze8;tm-txhjag8y;tm-xniekuel	"[""tm-wpindgtf"", ""tm-ku6smvdl"", ""tm-qjsxpiad"", ""tm-eqnskbnq"", ""tm-6ndyhze8"", ""tm-txhjag8y"", ""tm-xniekuel""]"
007780.jpg	007780.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007780.jpg	tm-jyfxqr6n; tm-nnwxmemz; tm-9eatbdmw; tm-ku6smvdl; tm-tkpsxzbb; tm-crtv7nul; tm-7frm9s7g; tm-59lgwa9m; tm-vhj2urqn; 6; 9; 7; 59; 2	0			0			noble;corde;coupe (recipients et contenants);médecine;fuite;arrachage;boire;chien;eau	"[""noble"", ""corde"", ""coupe (recipients et contenants)"", ""médecine"", ""fuite"", ""arrachage"", ""boire"", ""chien"", ""eau""]"	tm-jyfxqr6n;tm-nnwxmemz;tm-9eatbdmw;tm-ku6smvdl;tm-tkpsxzbb;tm-crtv7nul;tm-7frm9s7g;tm-59lgwa9m;tm-vhj2urqn	"[""tm-jyfxqr6n"", ""tm-nnwxmemz"", ""tm-9eatbdmw"", ""tm-ku6smvdl"", ""tm-tkpsxzbb"", ""tm-crtv7nul"", ""tm-7frm9s7g"", ""tm-59lgwa9m"", ""tm-vhj2urqn""]"
007804.jpg	007804.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007804.jpg	tm-ritjr7hs; tm-trnoywes; tm-ku6smvdl; tm-crtv7nul; tm-acvfhy77; tm-awcwfwri; 7; 6; 77	0			0			paysan;bêche;médecine;arrachage;nettoyage;rivière	"[""paysan"", ""bêche"", ""médecine"", ""arrachage"", ""nettoyage"", ""rivière""]"	tm-ritjr7hs;tm-trnoywes;tm-ku6smvdl;tm-crtv7nul;tm-acvfhy77;tm-awcwfwri	"[""tm-ritjr7hs"", ""tm-trnoywes"", ""tm-ku6smvdl"", ""tm-crtv7nul"", ""tm-acvfhy77"", ""tm-awcwfwri""]"
007828.jpg	007828.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007828.jpg	tm-jdfgmjry; tm-7vtatr6n; tm-6xgzx8tx; tm-fwrnui8f; tm-97nmcjou; tm-gbucvvq7; tm-chduatst; tm-qcxhde3e; tm-n79fuk5b; tm-z7yqwjx3; tm-fceuoppv; tm-2exx3nyn; 7; 6; 8; 97; 3; 79; 5; 2	0			0			bûcheron;marteau;vin;pain;maison;couteau;gobelet;fiole;abattage;repas;bois coupé;forêt	"[""bûcheron"", ""marteau"", ""vin"", ""pain"", ""maison"", ""couteau"", ""gobelet"", ""fiole"", ""abattage"", ""repas"", ""bois coupé"", ""forêt""]"	tm-jdfgmjry;tm-7vtatr6n;tm-6xgzx8tx;tm-fwrnui8f;tm-97nmcjou;tm-gbucvvq7;tm-chduatst;tm-qcxhde3e;tm-n79fuk5b;tm-z7yqwjx3;tm-fceuoppv;tm-2exx3nyn	"[""tm-jdfgmjry"", ""tm-7vtatr6n"", ""tm-6xgzx8tx"", ""tm-fwrnui8f"", ""tm-97nmcjou"", ""tm-gbucvvq7"", ""tm-chduatst"", ""tm-qcxhde3e"", ""tm-n79fuk5b"", ""tm-z7yqwjx3"", ""tm-fceuoppv"", ""tm-2exx3nyn""]"
007851.jpg	007851.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007851.jpg	tm-zxqkzyax; tm-7qal9wnf; tm-97nmcjou; tm-hdkzhtu2; tm-v8ew7bef; tm-guh87fqu; tm-zuyr9ztw; tm-6pbjxilu; 7; 9; 97; 2; 8; 87; 6	0			0			viande;tissu;maison;intérieur;cheminée;marmite;cuisine;feu	"[""viande"", ""tissu"", ""maison"", ""intérieur"", ""cheminée"", ""marmite"", ""cuisine"", ""feu""]"	tm-zxqkzyax;tm-7qal9wnf;tm-97nmcjou;tm-hdkzhtu2;tm-v8ew7bef;tm-guh87fqu;tm-zuyr9ztw;tm-6pbjxilu	"[""tm-zxqkzyax"", ""tm-7qal9wnf"", ""tm-97nmcjou"", ""tm-hdkzhtu2"", ""tm-v8ew7bef"", ""tm-guh87fqu"", ""tm-zuyr9ztw"", ""tm-6pbjxilu""]"
007878.jpg	007878.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007878.jpg	tm-oiwvz2pj; tm-jyfxqr6n; tm-97nmcjou; tm-hdkzhtu2; tm-v8ew7bef; tm-guh87fqu; tm-sv297fut; tm-bg5uhyed; tm-4ntpg6tr; tm-6m8nrco5; tm-6pbjxilu; 2; 6; 97; 8; 7; 87; 297; 5; 4	0			0			servante;noble;maison;intérieur;cheminée;marmite;cuve;bain;caresse;nudité;feu	"[""servante"", ""noble"", ""maison"", ""intérieur"", ""cheminée"", ""marmite"", ""cuve"", ""bain"", ""caresse"", ""nudité"", ""feu""]"	tm-oiwvz2pj;tm-jyfxqr6n;tm-97nmcjou;tm-hdkzhtu2;tm-v8ew7bef;tm-guh87fqu;tm-sv297fut;tm-bg5uhyed;tm-4ntpg6tr;tm-6m8nrco5;tm-6pbjxilu	"[""tm-oiwvz2pj"", ""tm-jyfxqr6n"", ""tm-97nmcjou"", ""tm-hdkzhtu2"", ""tm-v8ew7bef"", ""tm-guh87fqu"", ""tm-sv297fut"", ""tm-bg5uhyed"", ""tm-4ntpg6tr"", ""tm-6m8nrco5"", ""tm-6pbjxilu""]"
007901.jpg	007901.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007901.jpg	tm-o22sq8nn; tm-jyfxqr6n; tm-2b8xmpjy; tm-cuqtzlfj; tm-fzjufq6d; tm-plrrtcuh; tm-hdkzhtu2; tm-v8ew7bef; tm-9kefvmxz; tm-oxdg4b2e; tm-t3eufvzb; tm-3axmqq3f; tm-hseqxbxc; tm-6pbjxilu; 22; 8; 6; 2; 7; 9; 4; 3	0			0			enfant;noble;quenouille;bâton;chaîne;crochet;intérieur;cheminée;siège (meuble);sac;parole;sommeil;filage;feu	"[""enfant"", ""noble"", ""quenouille"", ""bâton"", ""chaîne"", ""crochet"", ""intérieur"", ""cheminée"", ""siège (meuble)"", ""sac"", ""parole"", ""sommeil"", ""filage"", ""feu""]"	tm-o22sq8nn;tm-jyfxqr6n;tm-2b8xmpjy;tm-cuqtzlfj;tm-fzjufq6d;tm-plrrtcuh;tm-hdkzhtu2;tm-v8ew7bef;tm-9kefvmxz;tm-oxdg4b2e;tm-t3eufvzb;tm-3axmqq3f;tm-hseqxbxc;tm-6pbjxilu	"[""tm-o22sq8nn"", ""tm-jyfxqr6n"", ""tm-2b8xmpjy"", ""tm-cuqtzlfj"", ""tm-fzjufq6d"", ""tm-plrrtcuh"", ""tm-hdkzhtu2"", ""tm-v8ew7bef"", ""tm-9kefvmxz"", ""tm-oxdg4b2e"", ""tm-t3eufvzb"", ""tm-3axmqq3f"", ""tm-hseqxbxc"", ""tm-6pbjxilu""]"
007947.jpg	007947.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007947.jpg	tm-pxrs9cdu; tm-trtnhhdd; tm-sz7srifg; tm-ivsdfebq; tm-fap2uw3x; tm-2vzflzsk; tm-eqnskbnq; tm-wuq737iz; tm-mkafmsef; 9; 7; 2; 3; 737	0			0			Éole;roi;couronne;épée;harnachement;saisie;arbre;vent;tête	"[""Éole"", ""roi"", ""couronne"", ""épée"", ""harnachement"", ""saisie"", ""arbre"", ""vent"", ""tête""]"	tm-pxrs9cdu;tm-trtnhhdd;tm-sz7srifg;tm-ivsdfebq;tm-fap2uw3x;tm-2vzflzsk;tm-eqnskbnq;tm-wuq737iz;tm-mkafmsef	"[""tm-pxrs9cdu"", ""tm-trtnhhdd"", ""tm-sz7srifg"", ""tm-ivsdfebq"", ""tm-fap2uw3x"", ""tm-2vzflzsk"", ""tm-eqnskbnq"", ""tm-wuq737iz"", ""tm-mkafmsef""]"
008017.jpg	008017.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008017.jpg	tm-hwbpfzqq; tm-ehhtellu; tm-jkszprzi; tm-xajfmwbe; tm-mqvexyu4; tm-appmqbc3; tm-zfb9n7ub; tm-pphjzwxj; tm-6m8nrco5; tm-rp3feh4x; tm-dcpddw8q; 4; 3; 9; 7; 6; 8; 5	0			0			Christ;saint Lazare;sainte Marie de Béthanie;sainte Marthe;croix;Christ ressuscitant saint Lazare;résurrection;bénédiction;nudité;fleur;paysage	"[""Christ"", ""saint Lazare"", ""sainte Marie de Béthanie"", ""sainte Marthe"", ""croix"", ""Christ ressuscitant saint Lazare"", ""résurrection"", ""bénédiction"", ""nudité"", ""fleur"", ""paysage""]"	tm-hwbpfzqq;tm-ehhtellu;tm-jkszprzi;tm-xajfmwbe;tm-mqvexyu4;tm-appmqbc3;tm-zfb9n7ub;tm-pphjzwxj;tm-6m8nrco5;tm-rp3feh4x;tm-dcpddw8q	"[""tm-hwbpfzqq"", ""tm-ehhtellu"", ""tm-jkszprzi"", ""tm-xajfmwbe"", ""tm-mqvexyu4"", ""tm-appmqbc3"", ""tm-zfb9n7ub"", ""tm-pphjzwxj"", ""tm-6m8nrco5"", ""tm-rp3feh4x"", ""tm-dcpddw8q""]"
008074.jpg	008074.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008074.jpg	tm-anhzraqq; tm-dipecffb; tm-wqg2nktt; tm-f4sqsvcv; tm-wyrjsgnx; tm-5vghyucs; tm-l2zebbrf; tm-tvxtxobh; tm-padcd7om; tm-havgveuu; tm-xx9rtbsx; tm-cat27oby; tm-3jv6cemc; tm-2ujduhzq; tm-rp3feh4x; tm-zpykzvd3; tm-wm29lpvh; tm-xmxfvh27; 2; 4; 5; 7; 9; 27; 3; 6; 29	1	tm-xx9rtbsx	annonciation à la Vierge	0			Esprit-Saint;saint Gabriel;ange;Vierge;rideau;architecture;colonne;tour;statue;livre;annonciation à la Vierge;désignation;annonce;prière;fleur;colombe;lumière-rayon;pierre précieuse	"[""Esprit-Saint"", ""saint Gabriel"", ""ange"", ""Vierge"", ""rideau"", ""architecture"", ""colonne"", ""tour"", ""statue"", ""livre"", ""annonciation à la Vierge"", ""désignation"", ""annonce"", ""prière"", ""fleur"", ""colombe"", ""lumière-rayon"", ""pierre précieuse""]"	tm-anhzraqq;tm-dipecffb;tm-wqg2nktt;tm-f4sqsvcv;tm-wyrjsgnx;tm-5vghyucs;tm-l2zebbrf;tm-tvxtxobh;tm-padcd7om;tm-havgveuu;tm-xx9rtbsx;tm-cat27oby;tm-3jv6cemc;tm-2ujduhzq;tm-rp3feh4x;tm-zpykzvd3;tm-wm29lpvh;tm-xmxfvh27	"[""tm-anhzraqq"", ""tm-dipecffb"", ""tm-wqg2nktt"", ""tm-f4sqsvcv"", ""tm-wyrjsgnx"", ""tm-5vghyucs"", ""tm-l2zebbrf"", ""tm-tvxtxobh"", ""tm-padcd7om"", ""tm-havgveuu"", ""tm-xx9rtbsx"", ""tm-cat27oby"", ""tm-3jv6cemc"", ""tm-2ujduhzq"", ""tm-rp3feh4x"", ""tm-zpykzvd3"", ""tm-wm29lpvh"", ""tm-xmxfvh27""]"
008117.jpg	008117.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008117.jpg	tm-o22sq8nn; tm-mwdwtlky; tm-9veagykw; tm-mwdcgwoc; tm-zcdwkcdh; tm-ustoeplj; tm-xqrthxrm; 22; 8; 9	0			0			enfant;prêtre hébreu;sainte Anne;saint Joachim;anneau;mariage;soleil (sphère céleste)	"[""enfant"", ""prêtre hébreu"", ""sainte Anne"", ""saint Joachim"", ""anneau"", ""mariage"", ""soleil (sphère céleste)""]"	tm-o22sq8nn;tm-mwdwtlky;tm-9veagykw;tm-mwdcgwoc;tm-zcdwkcdh;tm-ustoeplj;tm-xqrthxrm	"[""tm-o22sq8nn"", ""tm-mwdwtlky"", ""tm-9veagykw"", ""tm-mwdcgwoc"", ""tm-zcdwkcdh"", ""tm-ustoeplj"", ""tm-xqrthxrm""]"
008140.jpg	008140.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008140.jpg	tm-oz9n8wse; tm-msrzrwxs; tm-trtnhhdd; tm-be7ccsta; tm-sz7srifg; tm-9kefvmxz; tm-soyfpgzg; tm-mg8vhxe3; tm-l842tt9k; tm-rp3feh4x; tm-59lgwa9m; tm-fehyzzhe; 9; 8; 7; 3; 842; 4; 59	0			0			David;Dieu;roi;armoiries;couronne;siège (meuble);présentation;inspiration divine;chasse;fleur;chien;cerf	"[""David"", ""Dieu"", ""roi"", ""armoiries"", ""couronne"", ""siège (meuble)"", ""présentation"", ""inspiration divine"", ""chasse"", ""fleur"", ""chien"", ""cerf""]"	tm-oz9n8wse;tm-msrzrwxs;tm-trtnhhdd;tm-be7ccsta;tm-sz7srifg;tm-9kefvmxz;tm-soyfpgzg;tm-mg8vhxe3;tm-l842tt9k;tm-rp3feh4x;tm-59lgwa9m;tm-fehyzzhe	"[""tm-oz9n8wse"", ""tm-msrzrwxs"", ""tm-trtnhhdd"", ""tm-be7ccsta"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-soyfpgzg"", ""tm-mg8vhxe3"", ""tm-l842tt9k"", ""tm-rp3feh4x"", ""tm-59lgwa9m"", ""tm-fehyzzhe""]"
008163.jpg	008163.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008163.jpg	tm-msrzrwxs; tm-wqg2nktt; tm-79hdsjl7; tm-brnafxmd; tm-5vghyucs; tm-97nmcjou; tm-cpdgl5r4; tm-fmytavcm; tm-havgveuu; tm-l5texchk; tm-pphjzwxj; tm-eqnskbnq; tm-zgwvm9re; tm-mpgv6hyt; tm-jghjjppv; tm-ymsojy8e; tm-azyfajsn; tm-p2szdvkp; tm-z2gym43f; tm-fehyzzhe; tm-hw2jky63; tm-shbm5jte; tm-6pbjxilu; tm-vhj2urqn; tm-xqrthxrm; tm-hywxiizx; tm-s8lrbfwa; 2; 79; 7; 5; 97; 4; 9; 6; 8; 43; 63	0			0			Dieu;ange;moine;ermite;architecture;maison;écrit;phylactère;livre;lecture;bénédiction;arbre;chêne;nid;gland;rapace;scarabée;papillon;mouche;cerf;singe;lièvre;feu;eau;soleil (sphère céleste);ciel;aile	"[""Dieu"", ""ange"", ""moine"", ""ermite"", ""architecture"", ""maison"", ""écrit"", ""phylactère"", ""livre"", ""lecture"", ""bénédiction"", ""arbre"", ""chêne"", ""nid"", ""gland"", ""rapace"", ""scarabée"", ""papillon"", ""mouche"", ""cerf"", ""singe"", ""lièvre"", ""feu"", ""eau"", ""soleil (sphère céleste)"", ""ciel"", ""aile""]"	tm-msrzrwxs;tm-wqg2nktt;tm-79hdsjl7;tm-brnafxmd;tm-5vghyucs;tm-97nmcjou;tm-cpdgl5r4;tm-fmytavcm;tm-havgveuu;tm-l5texchk;tm-pphjzwxj;tm-eqnskbnq;tm-zgwvm9re;tm-mpgv6hyt;tm-jghjjppv;tm-ymsojy8e;tm-azyfajsn;tm-p2szdvkp;tm-z2gym43f;tm-fehyzzhe;tm-hw2jky63;tm-shbm5jte;tm-6pbjxilu;tm-vhj2urqn;tm-xqrthxrm;tm-hywxiizx;tm-s8lrbfwa	"[""tm-msrzrwxs"", ""tm-wqg2nktt"", ""tm-79hdsjl7"", ""tm-brnafxmd"", ""tm-5vghyucs"", ""tm-97nmcjou"", ""tm-cpdgl5r4"", ""tm-fmytavcm"", ""tm-havgveuu"", ""tm-l5texchk"", ""tm-pphjzwxj"", ""tm-eqnskbnq"", ""tm-zgwvm9re"", ""tm-mpgv6hyt"", ""tm-jghjjppv"", ""tm-ymsojy8e"", ""tm-azyfajsn"", ""tm-p2szdvkp"", ""tm-z2gym43f"", ""tm-fehyzzhe"", ""tm-hw2jky63"", ""tm-shbm5jte"", ""tm-6pbjxilu"", ""tm-vhj2urqn"", ""tm-xqrthxrm"", ""tm-hywxiizx"", ""tm-s8lrbfwa""]"
008186.jpg	008186.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008186.jpg	tm-6s8dmkhv; tm-ju3hgu4w; tm-eke6sdfq; tm-be7ccsta; tm-jobbhqmd; tm-aovfxbwf; tm-eqnskbnq; tm-cw2gwrjp; tm-txhjag8y; 6; 8; 3; 4; 7; 2	0			1	tm-jobbhqmd	meurtre d'Abel	Caïn;Abel;houe;armoiries;meurtre d'Abel;meurtre;arbre;serpent;rocher	"[""Caïn"", ""Abel"", ""houe"", ""armoiries"", ""meurtre d'Abel"", ""meurtre"", ""arbre"", ""serpent"", ""rocher""]"	tm-6s8dmkhv;tm-ju3hgu4w;tm-eke6sdfq;tm-be7ccsta;tm-jobbhqmd;tm-aovfxbwf;tm-eqnskbnq;tm-cw2gwrjp;tm-txhjag8y	"[""tm-6s8dmkhv"", ""tm-ju3hgu4w"", ""tm-eke6sdfq"", ""tm-be7ccsta"", ""tm-jobbhqmd"", ""tm-aovfxbwf"", ""tm-eqnskbnq"", ""tm-cw2gwrjp"", ""tm-txhjag8y""]"
008210.jpg	008210.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008210.jpg	tm-wqg2nktt; tm-5vghyucs; tm-tvxtxobh; tm-uymfozgm; tm-6m8nrco5; tm-43nkeriq; tm-twqkqw5b; tm-wf7lxfha; tm-cw2gwrjp; tm-dzl7mvhj; tm-6pbjxilu; tm-hvmbbgkw; 2; 5; 6; 8; 43; 7	0			0			ange;architecture;tour;enclos;nudité;châtiment;plante;acanthe;serpent;dragon;feu;nuée	"[""ange"", ""architecture"", ""tour"", ""enclos"", ""nudité"", ""châtiment"", ""plante"", ""acanthe"", ""serpent"", ""dragon"", ""feu"", ""nuée""]"	tm-wqg2nktt;tm-5vghyucs;tm-tvxtxobh;tm-uymfozgm;tm-6m8nrco5;tm-43nkeriq;tm-twqkqw5b;tm-wf7lxfha;tm-cw2gwrjp;tm-dzl7mvhj;tm-6pbjxilu;tm-hvmbbgkw	"[""tm-wqg2nktt"", ""tm-5vghyucs"", ""tm-tvxtxobh"", ""tm-uymfozgm"", ""tm-6m8nrco5"", ""tm-43nkeriq"", ""tm-twqkqw5b"", ""tm-wf7lxfha"", ""tm-cw2gwrjp"", ""tm-dzl7mvhj"", ""tm-6pbjxilu"", ""tm-hvmbbgkw""]"
008234.jpg	008234.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008234.jpg	tm-ud7nglnr; tm-yblhqnx2; tm-h5p48lfk; tm-tyc9pjq7; tm-5vghyucs; tm-97nmcjou; tm-hdkzhtu2; tm-ourzz25h; tm-brqtzl8a; tm-ivsdfebq; tm-z78apcet; tm-slwzjw97; tm-8sp9kptm; tm-wessg6gv; tm-3kzukhek; tm-3axmqq3f; tm-6vklquup; 7; 2; 5; 48; 9; 97; 25; 8; 78; 6; 3	0			1	tm-slwzjw97	Dalila coupant les cheveux de Samson	Samson;Dalila;soldat;ciseaux;architecture;maison;intérieur;lit;lance;épée;bouclier;Dalila coupant les cheveux de Samson;trahison;discussion;coupe (découpe);sommeil;cheveux	"[""Samson"", ""Dalila"", ""soldat"", ""ciseaux"", ""architecture"", ""maison"", ""intérieur"", ""lit"", ""lance"", ""épée"", ""bouclier"", ""Dalila coupant les cheveux de Samson"", ""trahison"", ""discussion"", ""coupe (découpe)"", ""sommeil"", ""cheveux""]"	tm-ud7nglnr;tm-yblhqnx2;tm-h5p48lfk;tm-tyc9pjq7;tm-5vghyucs;tm-97nmcjou;tm-hdkzhtu2;tm-ourzz25h;tm-brqtzl8a;tm-ivsdfebq;tm-z78apcet;tm-slwzjw97;tm-8sp9kptm;tm-wessg6gv;tm-3kzukhek;tm-3axmqq3f;tm-6vklquup	"[""tm-ud7nglnr"", ""tm-yblhqnx2"", ""tm-h5p48lfk"", ""tm-tyc9pjq7"", ""tm-5vghyucs"", ""tm-97nmcjou"", ""tm-hdkzhtu2"", ""tm-ourzz25h"", ""tm-brqtzl8a"", ""tm-ivsdfebq"", ""tm-z78apcet"", ""tm-slwzjw97"", ""tm-8sp9kptm"", ""tm-wessg6gv"", ""tm-3kzukhek"", ""tm-3axmqq3f"", ""tm-6vklquup""]"
008257.jpg	008257.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008257.jpg	tm-hwbpfzqq; tm-wqg2nktt; tm-llb5qhxg; tm-havgveuu; tm-cat27oby; tm-xfrkgdxw; tm-95xqmtvb; 2; 5; 27; 95	0			0			Christ;ange;gloire;livre;désignation;majesté;portement	"[""Christ"", ""ange"", ""gloire"", ""livre"", ""désignation"", ""majesté"", ""portement""]"	tm-hwbpfzqq;tm-wqg2nktt;tm-llb5qhxg;tm-havgveuu;tm-cat27oby;tm-xfrkgdxw;tm-95xqmtvb	"[""tm-hwbpfzqq"", ""tm-wqg2nktt"", ""tm-llb5qhxg"", ""tm-havgveuu"", ""tm-cat27oby"", ""tm-xfrkgdxw"", ""tm-95xqmtvb""]"
